,submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths,index
18951,03/18/2021,PR,103679,95328.0,8351.0,332,67.0,2089,1776.0,313.0,4,0.0,03/19/2021 02:25:43 PM,Agree,Agree,
18952,07/03/2021,PR,140231,123083.0,17148.0,56,28.0,2552,2197.0,355.0,0,0.0,07/05/2021 01:25:13 PM,Agree,Agree,
18953,10/13/2020,AK,10062,,,158,0.0,86,,,3,0.0,10/13/2020 12:00:00 AM,,,
18954,07/14/2020,HI,1267,,,28,0.0,22,,,0,0.0,07/15/2020 11:05:12 AM,Not agree,Not agree,
18955,12/15/2020,PW,0,,,0,0.0,0,,,0,0.0,12/16/2020 02:28:57 PM,,,
18956,06/21/2021,KS,316695,255403.0,61292.0,54,28.0,5129,,,0,-6.0,06/21/2021 12:00:00 AM,Agree,,
18957,08/25/2020,UT,50513,50090.0,423.0,460,6.0,400,400.0,0.0,7,0.0,08/26/2020 01:51:40 PM,Agree,Agree,
18958,01/13/2021,CO,366774,350145.0,16629.0,2438,323.0,5285,4596.0,689.0,43,5.0,01/14/2021 03:12:46 PM,Agree,Agree,
18959,01/28/2021,AK,52330,,,174,0.0,308,,,0,0.0,01/28/2021 12:00:00 AM,,,
18960,04/10/2021,KS,304236,245936.0,58300.0,0,0.0,4938,,,0,0.0,04/11/2021 01:50:11 PM,Agree,,
18961,08/28/2020,KS,41048,39861.0,1187.0,1111,57.0,443,,,6,0.0,08/29/2020 01:42:50 PM,Agree,,
18962,07/14/2021,MP,183,183.0,0.0,0,0.0,2,2.0,0.0,0,0.0,07/15/2021 02:29:47 PM,Agree,Agree,
18963,03/10/2021,MA,595264,562394.0,32870.0,1657,244.0,16588,16254.0,334.0,37,0.0,03/12/2021 12:00:00 AM,Agree,Agree,
18964,04/18/2021,GA,1084272,868865.0,215407.0,972,270.0,19758,17214.0,2544.0,1,1.0,04/19/2021 03:04:26 PM,Agree,Agree,
18965,07/21/2020,GA,151536,147239.0,4297.0,3732,190.0,3254,3254.0,0.0,78,0.0,07/22/2020 10:51:28 AM,Agree,Agree,
18966,12/17/2020,UT,243918,243918.0,0.0,3203,0.0,1126,1105.0,21.0,30,1.0,12/18/2020 02:45:01 PM,Agree,Agree,
18967,03/03/2020,TX,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree,
18968,08/02/2020,HI,2424,,,207,0.0,26,,,0,0.0,08/03/2020 10:31:01 AM,Not agree,Not agree,
18969,02/16/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree,
18970,08/11/2020,MP,49,49.0,0.0,0,0.0,2,2.0,0.0,0,0.0,08/12/2020 01:50:14 PM,Agree,Agree,
18971,01/05/2021,MP,122,122.0,0.0,0,0.0,2,2.0,0.0,0,0.0,01/06/2021 02:58:26 PM,Agree,Agree,
18972,02/03/2021,OK,414492,329542.0,84950.0,1951,591.0,6340,5423.0,917.0,32,7.0,02/04/2021 12:00:00 AM,Agree,Agree,
18973,02/10/2021,PW,0,,,0,0.0,0,,,0,0.0,02/11/2021 02:50:55 PM,,,
18974,01/11/2021,GA,764499,642712.0,121787.0,7454,1115.0,11475,10299.0,1176.0,17,0.0,01/12/2021 02:48:35 PM,Agree,Agree,
18975,07/13/2021,OK,463152,364977.0,98175.0,1082,222.0,7419,6322.0,1097.0,2,1.0,07/14/2021 02:14:34 PM,Agree,Agree,
18976,09/23/2020,MA,128512,126408.0,2104.0,543,1.0,9370,9158.0,212.0,13,0.0,09/25/2020 12:00:00 AM,Agree,Agree,
18977,04/03/2020,PR,378,,,62,,15,,,3,,04/03/2020 04:22:39 PM,Agree,Agree,
18978,06/03/2021,GA,1125017,896894.0,228123.0,446,174.0,20900,18103.0,2797.0,33,15.0,06/04/2021 02:56:57 PM,Agree,Agree,
18979,01/31/2020,AK,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,,
18980,05/10/2020,OK,5355,,,55,0.0,296,296.0,0.0,3,0.0,05/11/2020 12:00:00 AM,Not agree,Agree,
18981,11/18/2020,FL,892352,,,7727,2280.0,17731,,,87,7.0,11/19/2020 03:01:36 PM,Not agree,Not agree,
18982,03/06/2020,GA,8,8.0,0.0,6,0.0,0,,,0,,03/26/2020 12:22:39 PM,Agree,Agree,
18983,05/13/2020,WV,1404,1404.0,0.0,26,0.0,59,,,1,0.0,05/14/2020 05:25:44 PM,Agree,Not agree,
18984,11/07/2020,AS,0,,,0,0.0,0,,,0,0.0,11/08/2020 02:40:34 PM,,,
18985,08/03/2020,WV,6973,6829.0,144.0,119,3.0,117,,,0,0.0,08/04/2020 02:09:35 PM,Agree,Not agree,
18986,08/28/2020,CO,56773,52958.0,3815.0,430,34.0,1937,1591.0,346.0,6,0.0,08/29/2020 01:42:50 PM,Agree,Agree,
18987,08/30/2020,AK,5254,,,43,0.0,52,,,0,0.0,08/30/2020 12:00:00 AM,,,
18988,08/31/2020,CO,57424,53579.0,3845.0,201,16.0,1945,1597.0,348.0,1,0.0,09/01/2020 02:09:34 PM,Agree,Agree,
18989,03/20/2021,AS,4,,,0,0.0,0,,,0,0.0,03/21/2021 01:54:01 PM,,,
18990,12/27/2020,NYC,421513,374712.0,46801.0,1649,600.0,24877,20145.0,4732.0,41,2.0,12/25/2020 12:00:00 AM,Agree,Agree,
18991,01/27/2020,TX,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree,
18992,03/30/2020,OK,1560,,,84,0.0,30,30.0,0.0,5,0.0,03/31/2020 12:00:00 AM,Not agree,Agree,
18993,02/12/2020,AR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree,
18994,02/17/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree,
18995,06/02/2020,NYC,207448,202924.0,4524.0,238,8.0,22230,17730.0,4500.0,42,3.0,05/31/2020 12:00:00 AM,Agree,Agree,
18996,01/22/2020,KS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,,
18997,09/10/2020,AK,6023,,,114,0.0,58,,,0,0.0,09/10/2020 12:00:00 AM,,,
18998,07/24/2020,MP,38,38.0,0.0,0,0.0,2,2.0,0.0,0,0.0,07/25/2020 05:40:06 PM,Agree,Agree,
18999,10/22/2020,UT,99549,99549.0,0.0,1543,0.0,563,558.0,5.0,6,0.0,10/23/2020 01:44:31 PM,Agree,Agree,
19000,09/13/2020,NYC,240560,234089.0,6471.0,344,31.0,23457,18818.0,4639.0,6,1.0,09/11/2020 12:00:00 AM,Agree,Agree,
19001,04/19/2021,CO,491066,460001.0,31065.0,777,48.0,6201,5464.0,737.0,2,0.0,04/20/2021 02:59:01 PM,Agree,Agree,
19002,01/08/2021,PR,82630,77280.0,5350.0,563,9.0,1616,1342.0,274.0,24,5.0,01/09/2021 03:26:08 PM,Agree,Agree,
19003,03/03/2021,GA,1014542,823008.0,191534.0,2735,1209.0,17625,15349.0,2276.0,145,5.0,03/04/2021 03:08:33 PM,Agree,Agree,
19004,07/02/2021,AK,68478,,,50,0.0,370,,,0,0.0,07/03/2021 01:44:06 PM,,,
19005,08/07/2020,AS,0,,,0,0.0,0,,,0,0.0,08/08/2020 02:58:44 PM,,,
19006,02/21/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree,
19007,05/06/2020,MA,72025,72025.0,0.0,1754,0.0,5015,4877.0,138.0,144,6.0,05/08/2020 12:00:00 AM,Agree,Agree,
19008,10/16/2020,PW,0,,,0,0.0,0,,,0,0.0,10/17/2020 02:09:18 PM,,,
19009,03/21/2020,AR,118,,,18,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree,
19010,05/20/2021,CO,535316,499766.0,35550.0,952,122.0,6478,5706.0,772.0,6,1.0,05/21/2021 02:08:46 PM,Agree,Agree,
19011,06/19/2021,MP,183,183.0,0.0,0,0.0,2,2.0,0.0,0,0.0,06/18/2021 01:48:26 PM,Agree,Agree,
19012,06/29/2020,PW,0,,,0,0.0,0,,,0,0.0,06/30/2020 03:27:33 PM,,,
19013,07/08/2020,NYC,220585,215547.0,5038.0,458,24.0,23050,18466.0,4584.0,10,4.0,07/06/2020 12:00:00 AM,Agree,Agree,
19014,05/06/2021,KS,310348,250688.0,59660.0,233,0.0,4999,,,0,0.0,05/07/2021 01:36:40 PM,Agree,,
19015,10/30/2020,UT,112932,112932.0,0.0,2292,0.0,601,593.0,8.0,3,1.0,10/31/2020 01:30:31 PM,Agree,Agree,
19016,04/25/2020,GA,22223,22212.0,11.0,686,0.0,897,897.0,0.0,-2,0.0,05/25/2020 11:38:40 AM,Agree,Agree,
19017,06/12/2021,PR,139364,122552.0,16812.0,41,5.0,2530,2177.0,353.0,0,0.0,06/13/2021 01:40:53 PM,Agree,Agree,
19018,09/11/2020,AR,68983,,,1180,73.0,953,,,13,0.0,09/12/2020 02:12:43 PM,Not agree,Not agree,
19019,01/22/2021,AR,281382,,,2162,668.0,4549,,,53,19.0,01/23/2021 02:50:13 PM,Not agree,Not agree,
19020,04/27/2021,OK,448475,353908.0,94567.0,297,69.0,7254,6174.0,1080.0,2,0.0,04/28/2021 12:00:00 AM,Agree,Agree,
19021,07/13/2020,FL,278667,,,12548,170.0,4277,,,35,0.0,07/14/2020 03:13:07 PM,Not agree,Not agree,
19022,06/07/2020,FL,62416,,,1170,0.0,2700,,,12,0.0,06/08/2020 02:55:08 PM,Not agree,Not agree,
19023,05/24/2020,FL,50867,,,740,0.0,2237,,,4,0.0,05/25/2020 02:12:49 PM,Not agree,Not agree,
19024,02/08/2021,FL,1751343,,,5688,1896.0,27816,,,84,9.0,02/09/2021 03:24:29 PM,Not agree,Not agree,
19025,06/20/2021,AK,68031,,,26,0.0,366,,,0,0.0,06/21/2021 04:43:32 PM,,,
19026,06/20/2020,CO,30349,27608.0,2741.0,162,7.0,1647,1310.0,337.0,4,0.0,06/21/2020 02:32:57 PM,Agree,Agree,
19027,03/12/2020,AK,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,,
19028,02/20/2020,AR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree,
19029,05/25/2020,TX,55971,,,623,0.0,1763,,,31,0.0,05/27/2020 12:00:00 AM,Not agree,Not agree,
19030,03/05/2021,AR,324326,,,570,148.0,5283,,,10,2.0,03/06/2021 03:08:48 PM,Not agree,Not agree,
19031,04/07/2020,NYC,90935,89698.0,1237.0,3954,173.0,5954,4724.0,1230.0,752,173.0,04/05/2020 12:00:00 AM,Agree,Agree,
19032,10/10/2020,UT,84644,84644.0,0.0,1354,0.0,510,506.0,4.0,5,0.0,10/11/2020 01:47:22 PM,Agree,Agree,
19033,08/07/2020,MP,48,48.0,0.0,1,0.0,2,2.0,0.0,0,0.0,08/08/2020 02:58:44 PM,Agree,Agree,
19034,05/24/2021,OK,452481,357044.0,95437.0,39,6.0,7291,6210.0,1081.0,0,0.0,05/25/2021 12:00:00 AM,Agree,Agree,
19035,03/21/2021,MP,157,157.0,0.0,0,0.0,2,2.0,0.0,0,0.0,03/22/2021 01:57:09 PM,Agree,Agree,
19036,04/17/2020,GA,16716,16709.0,7.0,908,0.0,661,,,37,,04/17/2020 12:22:39 PM,Agree,Agree,
19037,03/10/2021,GA,1028432,831271.0,197161.0,1740,583.0,18036,15706.0,2330.0,58,-1.0,03/11/2021 03:36:21 PM,Agree,Agree,
19038,02/15/2020,MA,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
19039,01/03/2021,UT,283473,283473.0,0.0,1819,0.0,1301,1272.0,29.0,7,1.0,01/04/2021 02:55:45 PM,Agree,Agree,
19040,03/20/2021,OK,439743,347447.0,92296.0,263,72.0,7089,6030.0,1059.0,8,0.0,03/21/2021 12:00:00 AM,Agree,Agree,
19041,01/29/2020,GA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
19042,05/15/2021,HI,34064,,,149,51.0,488,,,1,0.0,05/16/2021 01:46:12 PM,Not agree,Not agree,
19043,11/22/2020,WV,40478,35292.0,5186.0,880,179.0,662,,,4,0.0,11/23/2020 03:04:35 PM,Agree,Not agree,
19044,11/18/2020,PR,44431,43403.0,1028.0,521,149.0,982,767.0,215.0,11,0.0,11/19/2020 03:01:36 PM,Agree,Agree,
19045,03/17/2020,HI,16,,,5,0.0,0,,,0,,03/26/2020 12:22:39 PM,Not agree,Not agree,
19046,04/16/2021,NYC,904249,749103.0,155146.0,2896,651.0,32087,27058.0,5029.0,38,2.0,04/14/2021 12:00:00 AM,Agree,Agree,
19047,09/10/2020,AS,0,,,0,0.0,0,,,0,0.0,09/11/2020 01:51:03 PM,,,
19048,07/10/2021,OK,461552,363719.0,97833.0,259,60.0,7412,6318.0,1094.0,1,0.0,07/12/2021 01:16:46 PM,Agree,Agree,
19049,06/08/2020,MA,99755,,,193,,7557,7359.0,198.0,38,0.0,06/10/2020 12:00:00 AM,Agree,Agree,
19050,03/03/2020,NYC,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,03/01/2020 12:00:00 AM,Agree,Agree,
19051,07/25/2020,UT,38064,37770.0,294.0,383,1.0,273,273.0,0.0,-1,0.0,07/26/2020 03:17:16 PM,Agree,Agree,
19052,07/13/2020,MA,105783,105783.0,,154,,8367,8163.0,204.0,17,1.0,07/15/2020 12:00:00 AM,Agree,Agree,
19053,01/14/2021,OK,371475,299433.0,72042.0,2945,742.0,5384,4683.0,701.0,61,12.0,01/15/2021 12:00:00 AM,Agree,Agree,
19054,11/20/2020,GA,440591,399407.0,41184.0,3435,669.0,9142,8591.0,551.0,40,18.0,11/21/2020 02:59:41 PM,Agree,Agree,
19055,12/28/2020,FL,1258315,,,8040,2824.0,21308,,,96,11.0,12/29/2020 02:56:32 PM,Not agree,Not agree,
19056,04/23/2021,NYC,919136,760180.0,158956.0,1959,542.0,32355,27314.0,5041.0,37,1.0,04/21/2021 12:00:00 AM,Agree,Agree,
19057,12/06/2020,HI,18266,,,97,0.0,260,,,1,0.0,12/07/2020 02:38:33 PM,Not agree,Not agree,
19058,09/27/2020,AR,81242,,,487,12.0,1308,,,21,-2.0,09/28/2020 01:50:59 PM,Not agree,Not agree,
19059,04/17/2021,KS,305861,247291.0,58570.0,0,0.0,4953,,,0,0.0,04/18/2021 01:41:35 PM,Agree,,
19060,06/29/2020,PR,7465,1693.0,5772.0,215,160.0,153,59.0,94.0,0,0.0,06/30/2020 03:27:33 PM,Agree,Agree,
19061,09/29/2020,AK,7788,,,124,0.0,68,,,0,0.0,09/29/2020 12:00:00 AM,,,
19062,05/26/2020,AK,413,,,2,0.0,11,,,0,0.0,05/26/2020 12:00:00 AM,,,
19063,06/12/2021,GA,1128467,899276.0,229191.0,375,89.0,21158,18300.0,2858.0,30,12.0,06/13/2021 01:40:53 PM,Agree,Agree,
19064,08/21/2020,WV,9066,8890.0,176.0,84,0.0,170,,,4,0.0,08/22/2020 02:21:09 PM,Agree,Not agree,
19065,07/20/2021,AK,70109,,,218,0.0,374,,,0,0.0,07/21/2021 02:18:34 PM,,,
19066,01/27/2021,HI,25366,,,94,0.0,401,,,3,0.0,01/28/2021 02:49:07 PM,Not agree,Not agree,
19067,08/07/2020,FL,512421,,,7653,327.0,7927,,,180,2.0,08/08/2020 02:58:44 PM,Not agree,Not agree,
19068,02/08/2021,PR,96402,89242.0,7160.0,241,52.0,1893,1599.0,294.0,5,1.0,02/09/2021 03:24:29 PM,Agree,Agree,
19069,05/01/2020,PW,0,,,0,0.0,0,,,0,0.0,05/02/2020 03:47:19 PM,,,
19070,10/13/2020,AS,0,,,0,0.0,0,,,0,0.0,10/14/2020 01:28:39 PM,,,
19071,12/05/2020,TX,1364933,,,14391,2453.0,25249,,,192,0.0,12/07/2020 12:00:00 AM,Not agree,Not agree,
19072,10/08/2020,TX,781794,,,4238,0.0,17413,,,63,0.0,10/10/2020 12:00:00 AM,Not agree,Not agree,
19073,07/11/2021,WV,164569,128540.0,36029.0,52,19.0,2908,,,0,0.0,07/12/2021 02:22:55 PM,Agree,Not agree,
19074,01/30/2021,OK,407642,324876.0,82766.0,1901,554.0,6200,5309.0,891.0,43,8.0,01/31/2021 12:00:00 AM,Agree,Agree,
19075,11/23/2020,UT,179420,179420.0,0.0,2244,0.0,797,779.0,18.0,4,1.0,11/24/2020 03:27:55 PM,Agree,Agree,
19076,06/05/2020,MA,98796,,,420,,7436,7239.0,197.0,26,0.0,06/07/2020 12:00:00 AM,Agree,Agree,
19077,01/30/2021,KS,274685,225520.0,49165.0,0,0.0,3779,,,0,0.0,01/31/2021 02:48:12 PM,Agree,,
19078,07/17/2021,AS,0,,,0,0.0,0,,,0,0.0,07/19/2021 01:20:07 PM,,,
19079,12/24/2020,MA,341925,328307.0,13618.0,5937,282.0,12125,11867.0,258.0,81,0.0,12/26/2020 12:00:00 AM,Agree,Agree,
19080,10/21/2020,HI,14185,,,77,0.0,203,,,14,0.0,10/22/2020 01:34:46 PM,Not agree,Not agree,
19081,03/04/2020,MP,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
19082,01/19/2021,MA,476526,454102.0,22424.0,3085,518.0,13956,13671.0,285.0,65,1.0,01/21/2021 12:00:00 AM,Agree,Agree,
19083,05/17/2021,NYC,944076,779007.0,165069.0,387,106.0,33067,27998.0,5069.0,11,1.0,05/15/2021 12:00:00 AM,Agree,Agree,
19084,05/20/2020,HI,635,,,4,0.0,17,,,0,0.0,05/21/2020 11:41:38 AM,Not agree,Not agree,
19085,03/06/2021,CO,435762,410976.0,24786.0,1108,186.0,5986,5251.0,735.0,0,-1.0,03/07/2021 02:51:40 PM,Agree,Agree,
19086,02/19/2021,HI,26950,,,44,0.0,427,,,2,0.0,02/20/2021 02:45:37 PM,Not agree,Not agree,
19087,03/25/2020,MA,1838,,,679,,33,33.0,0.0,7,0.0,03/27/2020 12:00:00 AM,Agree,Agree,
19088,03/27/2021,KS,301433,243860.0,57573.0,0,0.0,4891,,,0,0.0,03/28/2021 01:52:27 PM,Agree,,
19089,07/29/2020,PR,16572,5920.0,10652.0,511,291.0,214,109.0,105.0,3,0.0,07/30/2020 02:42:43 PM,Agree,Agree,
19090,02/16/2020,GA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
19091,04/02/2020,WV,217,,,26,,2,,,0,,04/01/2020 04:22:39 PM,Agree,Not agree,
19092,05/17/2020,NYC,196349,191949.0,4400.0,884,11.0,21244,16852.0,4392.0,97,11.0,05/15/2020 12:00:00 AM,Agree,Agree,
19093,08/05/2020,AR,46293,,,912,0.0,508,,,18,0.0,08/06/2020 02:12:27 PM,Not agree,Not agree,
19094,12/06/2020,AK,36141,,,692,0.0,230,,,1,0.0,12/06/2020 12:00:00 AM,,,
19095,04/13/2021,AK,62698,,,132,0.0,341,,,0,0.0,04/13/2021 12:00:00 AM,,,
19096,01/25/2021,AS,3,,,0,0.0,0,,,0,0.0,01/26/2021 02:46:01 PM,,,
19097,12/03/2020,WV,51025,43097.0,7928.0,1120,292.0,789,,,11,2.0,12/04/2020 03:00:59 PM,Agree,Not agree,
19098,09/22/2020,HI,11654,,,167,0.0,120,,,0,0.0,09/23/2020 09:51:22 AM,Not agree,Not agree,
19099,10/18/2020,MA,143660,140647.0,3013.0,730,-14.0,9767,9547.0,220.0,6,0.0,10/20/2020 12:00:00 AM,Agree,Agree,
19100,11/14/2020,NYC,287760,271622.0,16138.0,2004,503.0,23845,19178.0,4667.0,16,0.0,11/12/2020 12:00:00 AM,Agree,Agree,
19101,01/31/2021,KS,274685,225520.0,49165.0,0,0.0,3779,,,0,0.0,02/01/2021 02:50:29 PM,Agree,,
19102,02/11/2021,WV,126420,101251.0,25169.0,469,96.0,2187,,,12,6.0,02/12/2021 02:56:38 PM,Agree,Not agree,
19103,05/02/2020,NYC,178594,174490.0,4104.0,2050,28.0,19002,14906.0,4096.0,252,28.0,04/30/2020 12:00:00 AM,Agree,Agree,
19104,05/24/2021,CO,537858,501997.0,35861.0,457,26.0,6509,5737.0,772.0,4,0.0,05/25/2021 02:17:06 PM,Agree,Agree,
19105,06/30/2021,MA,709966,663822.0,46144.0,93,0.0,17994,17630.0,364.0,1,0.0,07/01/2021 02:29:33 PM,Agree,Agree,
19106,03/07/2021,MA,591356,559083.0,32273.0,1425,144.0,16479,16145.0,334.0,26,1.0,03/09/2021 12:00:00 AM,Agree,Agree,
19107,05/26/2021,AS,0,,,0,0.0,0,,,0,0.0,05/27/2021 01:41:41 PM,,,
19108,01/24/2021,PR,91596,85114.0,6482.0,568,32.0,1778,1494.0,284.0,5,-4.0,01/25/2021 02:42:40 PM,Agree,Agree,
19109,12/23/2020,FL,1213760,,,11100,0.0,20874,,,120,0.0,12/24/2020 02:31:20 PM,Not agree,Not agree,
19110,03/07/2021,CO,436602,411760.0,24842.0,840,56.0,5989,5256.0,733.0,3,-2.0,03/08/2021 02:47:36 PM,Agree,Agree,
19111,02/23/2021,OK,431151,341047.0,90104.0,625,161.0,6836,5815.0,1021.0,17,3.0,02/24/2021 12:00:00 AM,Agree,Agree,
19112,06/25/2020,GA,71382,70223.0,1159.0,1743,59.0,2745,2745.0,0.0,47,0.0,06/26/2020 03:18:27 PM,Agree,Agree,
19113,01/07/2021,MA,411601,393188.0,18413.0,7548,412.0,13115,12841.0,274.0,73,0.0,01/09/2021 12:00:00 AM,Agree,Agree,
19114,09/10/2020,TX,649809,,,4018,0.0,15620,,,73,0.0,09/12/2020 12:00:00 AM,Not agree,Not agree,
19115,07/08/2021,MA,710629,664406.0,46223.0,110,11.0,18011,17646.0,365.0,3,0.0,07/09/2021 01:56:56 PM,Agree,Agree,
19116,11/02/2020,AK,16108,,,351,0.0,120,,,4,0.0,11/02/2020 12:00:00 AM,,,
19117,02/22/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree,
19118,02/02/2021,AS,3,,,0,0.0,0,,,0,0.0,02/03/2021 02:55:58 PM,,,
19119,02/27/2021,AK,56212,,,160,0.0,323,,,1,0.0,02/27/2021 12:00:00 AM,,,
19120,06/25/2021,AS,0,,,0,0.0,0,,,0,0.0,06/26/2021 02:17:39 PM,,,
19121,12/28/2020,AK,44826,,,124,0.0,274,,,1,0.0,12/28/2020 12:00:00 AM,,,
19122,10/29/2020,PW,0,,,0,0.0,0,,,0,0.0,10/30/2020 01:37:23 PM,,,
19123,01/03/2021,KS,227745,190300.0,37445.0,0,0.0,2879,,,0,0.0,01/04/2021 02:55:45 PM,Agree,,
19124,07/22/2021,MA,714556,667818.0,46738.0,542,65.0,18041,17673.0,368.0,6,0.0,07/23/2021 01:48:31 PM,Agree,Agree,
19125,06/19/2021,WV,163478,127698.0,35780.0,48,10.0,2863,,,0,0.0,06/18/2021 01:48:26 PM,Agree,Not agree,
19126,06/16/2020,MA,101474,,,140,,7807,7607.0,200.0,16,0.0,06/18/2020 12:00:00 AM,Agree,Agree,
19127,06/17/2020,MA,101654,,,180,,7836,7636.0,200.0,29,0.0,06/19/2020 12:00:00 AM,Agree,Agree,
19128,12/09/2020,FL,1065476,,,9411,5644.0,19462,,,84,15.0,12/10/2020 02:50:16 PM,Not agree,Not agree,
19129,07/01/2021,HI,36435,,,44,2.0,515,,,1,0.0,07/02/2021 01:55:07 PM,Not agree,Not agree,
19130,06/22/2020,NYC,215354,210553.0,4801.0,219,16.0,22815,18254.0,4561.0,18,1.0,06/20/2020 12:00:00 AM,Agree,Agree,
19131,04/27/2020,AK,345,,,4,0.0,9,,,0,0.0,04/29/2021 01:16:34 PM,,,
19132,11/16/2020,AR,134348,,,1308,143.0,2225,,,42,4.0,11/17/2020 02:52:47 PM,Not agree,Not agree,
19133,06/15/2020,PR,5951,1479.0,4472.0,61,59.0,147,57.0,90.0,0,0.0,06/16/2020 02:10:11 PM,Agree,Agree,
19134,05/02/2020,AS,0,,,0,0.0,0,,,0,0.0,05/03/2020 03:36:03 PM,,,
19135,04/07/2020,OK,2246,,,85,0.0,87,87.0,0.0,11,0.0,04/08/2020 12:00:00 AM,Not agree,Agree,
19136,06/04/2021,TX,2950622,,,2762,897.0,51024,,,27,0.0,06/06/2021 12:00:00 AM,Not agree,Not agree,
19137,01/28/2020,WV,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree,
19138,04/10/2021,MA,657578,618054.0,39524.0,2300,193.0,17401,17051.0,350.0,14,0.0,04/12/2021 12:00:00 AM,Agree,Agree,
19139,03/29/2021,WV,140991,111808.0,29183.0,378,121.0,2638,,,4,2.0,03/30/2021 02:06:13 PM,Agree,Not agree,
19140,04/18/2021,TX,2841564,,,1904,397.0,49487,,,52,0.0,04/20/2021 12:00:00 AM,Not agree,Not agree,
19141,05/19/2021,AK,66963,,,96,0.0,362,,,0,0.0,05/20/2021 03:08:06 PM,,,
19142,10/29/2020,NYC,266238,255711.0,10527.0,971,231.0,23695,19038.0,4657.0,8,0.0,10/27/2020 12:00:00 AM,Agree,Agree,
19143,10/20/2020,GA,366409,341187.0,25222.0,1500,344.0,7674,7674.0,0.0,17,0.0,10/21/2020 09:34:31 AM,Agree,Agree,
19144,11/27/2020,OK,212752,181959.0,30793.0,1341,333.0,2809,2644.0,165.0,46,8.0,11/28/2020 12:00:00 AM,Agree,Agree,
19145,03/06/2021,KS,295861,240153.0,55708.0,0,0.0,4812,,,0,0.0,03/07/2021 02:51:40 PM,Agree,,
19146,04/20/2021,TX,2848820,,,6057,2110.0,49561,,,40,0.0,04/22/2021 12:00:00 AM,Not agree,Not agree,
19147,04/08/2021,AR,331704,,,199,48.0,5662,,,2,0.0,04/09/2021 02:11:49 PM,Not agree,Not agree,
19148,07/12/2021,OK,462070,364117.0,97953.0,259,60.0,7417,6321.0,1096.0,4,2.0,07/13/2021 02:26:25 PM,Agree,Agree,
19149,01/28/2020,GA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree,
19150,11/07/2020,MP,98,98.0,0.0,0,0.0,2,2.0,0.0,0,0.0,11/08/2020 02:40:34 PM,Agree,Agree,
19151,06/22/2021,PW,2,,,0,0.0,0,,,0,0.0,06/23/2021 03:24:06 PM,,,
19152,01/03/2021,OK,334353,272184.0,62169.0,2971,935.0,4735,4189.0,546.0,51,9.0,01/04/2021 12:00:00 AM,Agree,Agree,
19153,05/07/2020,FL,38828,,,826,0.0,1600,,,61,0.0,05/08/2020 09:26:08 PM,Not agree,Not agree,
19154,01/12/2021,AR,259553,,,3209,1114.0,4121,,,40,8.0,01/13/2021 02:44:58 PM,Not agree,Not agree,
19155,07/15/2020,OK,31208,,,1037,0.0,511,509.0,2.0,10,0.0,07/16/2020 12:00:00 AM,Not agree,Agree,
19156,05/22/2020,CO,23455,21202.0,2253.0,334,35.0,1323,1048.0,275.0,14,2.0,05/23/2020 05:58:16 PM,Agree,Agree,
19157,01/15/2021,NYC,528714,461248.0,67466.0,6394,1226.0,25947,21156.0,4791.0,69,2.0,01/13/2021 12:00:00 AM,Agree,Agree,
19158,12/13/2020,AR,185702,,,1450,202.0,2945,,,34,20.0,12/14/2020 02:36:45 PM,Not agree,Not agree,
19159,05/28/2020,FL,51918,,,-716,0.0,2364,,,45,0.0,05/29/2020 02:19:55 PM,Not agree,Not agree,
19160,10/16/2020,MA,142346,139353.0,2993.0,767,65.0,9741,9522.0,219.0,19,0.0,10/18/2020 12:00:00 AM,Agree,Agree,
19161,07/11/2020,WV,4146,4035.0,111.0,163,0.0,96,,,1,0.0,07/12/2020 03:13:57 PM,Agree,Not agree,
19162,08/26/2020,HI,7540,,,306,0.0,51,,,2,0.0,08/27/2020 09:42:08 AM,Not agree,Not agree,
